"Data","Lançamento","Categoria","Tipo","Valor"
"07/03/2025","IFD ZAMP S A           GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 10,97"
"07/03/2025","EMPORIO SUL 84         GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 18,00"
"07/03/2025","POSTO SANTA LUZIA      APARECIDA DE  BRA","TRANSPORTE","Compra à vista","R$ 20,00"
"05/03/2025","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 1.150,32"
"03/03/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 31,00"
"03/03/2025","UAI BEBIDAS            GOIANIA       BRA","OUTROS","Compra à vista","R$ 42,00"
"03/03/2025","SUP LARANJEIRA         APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 117,83"
"01/03/2025","YONE                   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 39,90"
"01/03/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 9,50"
"01/03/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 11,00"
"27/02/2025","EMPORIO UNIVERSITARIO  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 11,00"
"27/02/2025","CLARO FLEX             SAO PAULO     BRA","OUTROS","Compra à vista","R$ 39,99"
"23/02/2025","IOF INTERNACIONAL","OUTROS","Compra à vista","R$ 8,22"
"20/02/2025","WL  VUE TESTING EXAM   BLOOMINGTON   MN","ENSINO","Compra à vista","R$ 243,16"
"18/02/2025","WL  VUE TESTING EXAM   BLOOMINGTON   MN","ENSINO","Compra à vista","-R$ 242,96"
"16/02/2025","YONE                   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 24,50"
"16/02/2025","YONE                   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 24,50"
"15/02/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 31,00"
"14/02/2025","YONE                   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 76,00"
"13/02/2025","YONE                   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 9,00"
"13/02/2025","UBER  TRIP             OSASCO        BRA","TRANSPORTE","Compra à vista","R$ 14,57"
"11/02/2025","ACADEMIA 4 LIFE FITNES GOIANIA       BRA","ENTRETENIMENTO","Compra à vista","R$ 120,00"
"11/02/2025","IOF INTERNACIONAL","OUTROS","Compra à vista","R$ 8,33"
"09/02/2025","SOCIAL HOOKAH          GOIANIA       BRA","COMPRAS","Compra à vista","R$ 14,00"
"09/02/2025","SOCIAL HOOKAH          GOIANIA       BRA","COMPRAS","Compra à vista","R$ 14,00"
"08/02/2025","SUPER NOBRE            APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 50,00"
"08/02/2025","EMPORIO   DISTRIBUIDO  Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 47,60"
"07/02/2025","JoseLeandro            GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 22,50"
"07/02/2025","WL  VUE TESTING EXAM   BLOOMINGTON   MN","ENSINO","Compra à vista","R$ 246,49"
"18/01/2025","FLASH CAR LUBRIFICAN   GOIANIA       BRA","TRANSPORTE","Parcela 2/3","R$ 112,00"
"21/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 6/10","R$ 69,00"
"14/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 6/12","R$ 237,91"
