"Data","Lançamento","Categoria","Tipo","Valor"
"01/03/2026","MP  LASKABAR           OSASCO        BRA","BARES","Compra à vista","R$ 10,00"
"01/03/2026","APPLECOMBILL           SAO PAULO     BRA","ENTRETENIMENTO","Compra à vista","R$ 24,90"
"01/03/2026","SUP LARANJEIRA         APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 71,92"
"01/03/2026","EduardaCristina        GOIANIA       BRA","VESTUARIO","Compra à vista","R$ 10,00"
"28/02/2026","MP  LASKABAR           OSASCO        BRA","BARES","Compra à vista","R$ 20,00"
"28/02/2026","MP  LASKABAR           OSASCO        BRA","BARES","Compra à vista","R$ 20,00"
"28/02/2026","MP  BARERESTAURAN      OSASCO        BRA","RESTAURANTES","Compra à vista","R$ 50,00"
"28/02/2026","CRED COMPRA NACIONAL","OUTROS","Compra à vista","-R$ 59,90"
"28/02/2026","APPLECOMBILL           SAO PAULO     BRA","ENTRETENIMENTO","Compra à vista","R$ 59,90"
"28/02/2026","MP  SIMARAROSADAS      IPORA         BRA","SUPERMERCADO","Compra à vista","R$ 12,00"
"27/02/2026","CLARO FLEX             SAO PAULO     BRA","OUTROS","Compra à vista","R$ 39,99"
"27/02/2026","RJ COMERCIO DE BEBIDAS GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 16,50"
"27/02/2026","BALAIOS RESTAURANTE    GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 38,59"
"18/02/2026","MILANO UBERABA         UBERABA       BRA","VESTUARIO","Parcela 2/3","R$ 36,53"
"04/02/2026","CEA GBU 705 ECPC       APARECIDA DE  BRA","VESTUARIO","Parcela 2/3","R$ 203,31"
"14/01/2026","MERCADOLIVRE 2PRODUTOS SO BERNARDO D BRA","OUTROS","Parcela 3/3","R$ 24,64"
"06/12/2025","NFS ARAGUAIA           GOIANIA       BRA","ESPORTES","Parcela 4/5","R$ 189,99"
