"Data","Lançamento","Categoria","Tipo","Valor"
"09/10/2025","IFD THIAGO OLIVEIRA CO GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 7,90"
"09/10/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 20,00"
"09/10/2025","IFD THIAGO OLIVEIRA CO GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 7,90"
"09/10/2025","DL GOOGLE Google       SAO PAULO     BRA","ENTRETENIMENTO","Compra à vista","R$ 1,00"
"08/10/2025","IFD RESTAURANTE KEROMA GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 17,93"
"07/10/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 16,50"
"07/10/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 8,00"
"06/10/2025","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 2.094,99"
"06/10/2025","IFD DON FEIJUCA LTDA   GOIANIA       BRA","RESTAURANTES","Compra à vista","-R$ 8,99"
"06/10/2025","IFD DON FEIJUCA LTDA   GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 25,78"
"06/10/2025","IFD          ZAMP SA   GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 4,90"
"05/10/2025","F M DOS SANTOS SILVA   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 42,89"
"04/10/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 22,50"
"04/10/2025","F M DOS SANTOS SILVA   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 98,50"
"04/10/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 2,00"
"02/10/2025","CEA GBU 705 ECPC       APARECIDA DE  BRA","VESTUARIO","Compra à vista","R$ 20,00"
"02/10/2025","BURITI PARTICIPACOES E APARECIDA DE  BRA","OUTROS","Compra à vista","R$ 11,00"
"02/10/2025","CENTAURO CE94          APARECIDA DE  BRA","ESPORTES","Parcela 1/3","R$ 150,00"
"14/08/2025","MERCADOPAGO  2PRODUTO  Goinia        BRA","CONSTRUCAO","Parcela 3/5","R$ 182,17"
