"Data","Lançamento","Categoria","Tipo","Valor"
"11/05/2025","YONE                   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 80,00"
"10/05/2025","BOTECO RAIZ DISTRIBUID GOIANIA       BRA","BARES","Compra à vista","R$ 87,64"
"10/05/2025","FUTURA FERRAGISTA E GU APARECIDA DE  BRA","TRANSPORTE","Compra à vista","R$ 24,40"
"08/05/2025","SHOPEE  CECILIABOAVIDA S o Paulo     BRA","COMPRAS","Compra à vista","R$ 104,88"
"07/05/2025","HORA DO CAFE           GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 6,00"
"06/05/2025","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 2.132,98"
"04/05/2025","BENTO PEREIRA DA SILVA GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 16,50"
"04/05/2025","YONE                   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 20,00"
"03/05/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 3,00"
"03/05/2025","R10 AUTO PECAS E ACESS GOIANIA       BRA","OUTROS","Parcela 1/3","R$ 198,34"
"03/05/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 2,50"
"03/05/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 15,50"
"03/05/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 4,00"
"03/05/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 54,00"
"03/05/2025","NOVA FONTE DISTRIBUIDO GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 5,00"
"02/05/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 98,00"
"02/05/2025","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"02/05/2025","HORA DO CAFE           GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 10,00"
"02/05/2025","BENTO PEREIRA DA SILVA GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 5,00"
"01/05/2025","LucicleideRamosDa      APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 46,00"
"21/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 8/10","R$ 69,00"
"14/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 8/12","R$ 237,91"
